Station Name,Latitude,Longitude,EV Level2 EVSE Num
Best Western Plus,38.9785605321871,-95.3269236788704,1.0
ProChargeEV JuiceBox Pro,30.37443,-91.08914,1.0
Rod 'N' Reel Resort - Tesla Destination,38.690484,-76.5335407,2.0
WILLISTON SCOTT-1,42.26531,-72.67251,2.0
METRO - Kanata Store,45.282149,-75.86514,4.0
BETHLEHEM EV ELM PARK PUBGW,42.599942,-73.839959,2.0
Caisse Desjardins du Centre de Kamouraska,47.525602,-69.804761,1.0
CPEX SAN DIEGO COC 5,32.833852,-117.12905,2.0
Crenshaw Guest House - Tesla Destination,32.6123507,-85.482109,2.0
Wingate Hotel,38.437762,-82.019213,4.0
Rancho Family Medical Center,33.480799,-117.103672,2.0
Middlesex County Public Library,43.165198,-81.851981,1.0
SCCOA EVS4-15,37.383906,-121.982321,2.0
ADUSA Giant Delivery Location #9420,39.16905,-76.71812,3.0
Ivanhoe Cambridge - Conestoga Mall,43.498917,-80.52639,1.0
Whole Foods Market,38.969371,-76.937183,2.0
BMGF BMGF EV 08,47.623224,-122.345917,2.0
Lake Breeze Winery - Tesla Destination,49.577101,-119.583263,2.0
DELTA AIR LINES A2 CHARGER #9,33.657663,-84.421635,2.0
2+U,47.606659,-122.337363,10.0
Pepco - Berwyn Heights Police,38.993495,-76.921468,2.0
Gabriel,45.6485616,-72.7615037,2.0
Hampton Inn Garden City - Tesla Destination,40.741248,-73.609369,2.0
COMED NWA-F-N-02,42.071391,-87.965777,2.0
VANGUARD HEALTH 1400 VANGUARD,34.186679,-119.160981,2.0
7120 Hurontario (2022),43.6474828580154,-79.70960978341,4.0
ESSEX SKYLINE,33.699115,-117.864851,2.0
SQI - Place des Canotiers,46.815205,-71.20122,2.0
Element Denver Park Meadows - Tesla Destination,39.554428,-104.876384,4.0
BRADLEYHOSPITAL LOT B #2,41.793352,-71.368593,2.0
BMW OF FREMONT STATION SA01,37.498638,-121.974937,2.0
21519 Parthenia St,34.22826998,-118.5997774,1.0
VCU WBSD STATION 1,37.551431,-77.452271,2.0
Nissan of Stockton,38.022022,-121.275339,2.0
BWP EV CHARGE CIVIC CENTER 1,34.182457,-118.309257,2.0
Mercedes Benz of Cutler Bay,25.5736460354095,-80.3645474032452,1.0
CCSF - SFO SFO INT LOT G-2,37.615517,-122.392842,2.0
GGMC Parking - 550 W 25th - Tesla Destination,40.74979,-74.005335,2.0
Coaticook - Parc de la Gorge,45.1453,-71.79749,1.0
7099 Copperwood Way,39.173634,-76.862062,2.0
McLean County,40.479431,-88.992463,2.0
EVERGY @ST LUKES -318B,39.046184,-94.591121,2.0
CALIFORNIA PLAZ CHARGER 1,37.908793,-122.066276,2.0
MPG The Shops at Skyview - Tesla Destination,40.75674,-73.836223,3.0
MCDOT-PARKING GARAGE 13-3,39.03906,-77.05225,2.0
EV2018 POLY LOT 48,33.30492,-111.674385,2.0
5 FARRELL ROAD TOWN HALL EVSE1,44.370823,-73.39599,2.0
SLV FRONT LOT 1,36.065767,-115.233024,2.0
ALBERTON ALBERTONCHARGER,46.811974,-64.06531,2.0
PLAZA VERDE LEVEL 1 01,33.64875,-117.827938,1.0
CITY OF FRESNO INSPIRPARKCHG1,36.801333,-119.893785,1.0
15335 Magnolia Blvd,34.16487965,-118.4673541,1.0
Stoneridge Mountain Resort,51.082016798076,-115.341007888073,2.0
FOUNTAIN PLACE FOUNTAINPLACEB1,32.784572,-96.802211,2.0
Willoughby Town Centre Dr,49.1450420846822,-122.64844540531,1.0
HYDRO FLOWERS CV L2,51.304771,-56.721641,1.0
Graviti Energy - Galveston Beach Hotel,29.2533879,-94.8522632,4.0
ROCHESTER CITY HALL 1,42.683234,-83.136621,2.0
Kimpton Glover Park Hotel - Tesla Destination,38.92336,-77.072855,2.0
EV SYSTEM SPACE 61,34.204584,-118.430329,1.0
Tony Serra Nissan,34.155465,-86.837679,1.0
CHUGACH SOUTH CHUGACH EV,61.169369,-149.911144,2.0
Liberty Mitsubishi,44.076491,-103.189869,2.0
SONOMACNTYAIRPT LT LOT B 2,38.51048,-122.805285,2.0
Icon at Yorktown,29.862013,-95.647102,2.0
COA TWIN OAKS #1,30.248932,-97.762283,2.0
City of Palm Springs - International Airport,33.821773,-116.51006,4.0
CPA STATION 10,47.621409,-122.353711,2.0
Superior Nissan,36.112917,-94.144548,2.0
Surgenor Chevrolet Buick GMC,45.250862,-75.71057,2.0
Murdock Ford,39.975772,-111.787424,1.0
GREG MAY HONDA SHOP 01,31.499513,-97.170523,1.0
John Creeks,34.06254,-84.169643,2.0
1784 N Main St,34.06675077,-118.2215861,1.0
BMW OF DAYTONA STATION 01,29.202914,-81.098909,2.0
Greystone Jewish Center,40.954297,-73.888612,7.0
TOWN OF MILTON STATION 2,42.269527,-71.06661,2.0
SLCO FLEET SLCHD GAR WEST,40.653171,-111.870074,2.0
BLOOM ENERGY B004,37.497174,-121.964976,2.0
MidMichigan Urgen Care - Houghton Lake,44.334624,-84.79802,2.0
HOAG   HOSPITAL KENSINGTON 1,33.713525,-117.816169,1.0
431002 : Heartline,45.529319,-122.683721,10.0
1 Hotel Brooklyn Bridge - Tesla Destination,40.701461,-73.995566,7.0
UCSF CAMPUS MBHOSPITAL EV5,37.768125,-122.394213,2.0
CCRTA EV-9 TRANSP DRV,41.656041,-70.280514,2.0
Oak Ridge Associated Universities - 212 Badger,36.010541,-84.263071,2.0
Holiday Inn Express - Greenville,35.602963,-77.398066,4.0
RRH ST MARYS 5,43.149386,-77.63691,2.0
E_SOFI SOFI #1,47.571386,-122.164808,2.0
EVERSOURCE STA 3 OPEN LOT,42.208081,-71.806857,2.0
Vision Sports Club,41.0562202,-74.02334084,6.0
FORT LEWIS CHAPEL,37.27533,-107.87193,2.0
Bullitt County Public Library,38.0014827961638,-85.7045318569058,2.0
Gates Nissan,41.728247,-72.188445,1.0
AVIATION AUS - CMF 2,30.205575,-97.650727,2.0
15450 Plummer St,34.24270771,-118.4693382,1.0
TARGET CORP WOBURN ST 1,42.51833,-71.135458,2.0
WATERVIEW RES 1 STATION1,38.897853,-77.069776,1.0
AQUILA EASTLAKE THREE,30.254606,-97.717983,2.0
WYNDHAM BONNET BONNET TOWER 5,28.36038,-81.536232,2.0
COLO STATE UNIV SOUTH COLLEGE 2,40.570734,-105.078392,2.0
VUSD GWHS GWHS EVS #5_#6,36.343037,-119.254917,2.0
PARKLINE PARKLINE 1,33.585024,-117.730693,2.0
SANTOSHI CORP STATION 1.1,44.698734,-73.48811,2.0
Point Ruston - Main Street,47.298158,-122.503418,2.0
NEW HARTFORD GW-1 1.3,43.092842,-75.3164,2.0
CONTRA COSTA CO SPACE 8,38.019822,-122.133286,1.0
"BMW VISTA, CA BMW VISTA",33.190044,-117.27396,2.0
Cle Elum,47.2086,-121.0198,1.0
Chanceford Hall Bed & Breakfast - Tesla Destination,38.172739,-75.396266,2.0
Town of Nantucket - Town Hall Annex,41.280829,-70.09553,2.0
PITTSFIELD TWP EAST,42.197633,-83.700681,2.0
South Building,47.703389,-122.355836,1.0
DUAL PORT NORTHERN FORD,46.253166,-81.764925,2.0
CDF of Tupelo,34.256798,-88.698604,1.0
Yavapi Lodge at Grand Canyon - Tesla Destination,36.055666,-112.11877,6.0
Memo's Cocina & Tequila Bar - Tesla Destination,37.4935,-120.84782,2.0
PARTS DEPT LALLO MAZDA 3,43.174324,-80.23899,1.0
SMECO - Calvert Board of Ed,38.55255,-76.57272,2.0
Hilton Garden Inn Grapevine - Tesla Destination,32.9560018522238,-97.0504873230457,6.0
SALMON MEDWAY EV STATION 2,42.135588,-71.41131,2.0
BMW OF DARIEN STATION 01,41.072882,-73.476469,2.0
"Sally Beauty Holdings, Inc.",33.184811,-97.09951,4.0
Valcartier Vacation Village,46.942872,-71.474497,3.0
Market Square Parking Garage,35.965213,-83.920608,4.0
EVERGY @801 OFF -104C,39.104083,-94.574122,2.0
SIENA COLLEGE SIENAHALL EVSE1,42.718662,-73.75385,2.0
City of Delta - Tilbury Ice Arena,49.13583,-123.02578,2.0
The Mall in Columbia Bank of America,39.215743,-76.862768,2.0
TOWN OF OKOTOKS STATION 2,50.72481,-113.978004,2.0
IRVINE  CO  OFC 36 EXEC PRK 03,33.685992,-117.859781,2.0
5921 Monterrey,34.10497491,-118.1848455,1.0
TOPANGA STATION 15,34.190886,-118.604084,1.0
ORADELL DPW ORADELL LIB ST1,40.954315,-74.032555,2.0
HIE LOMA LINDA REDLANDS 1,34.06447,-117.254042,2.0
LIVONIA CSD ES 1,42.815314,-77.664885,2.0
Bell Street Garage,41.052215,-73.540733,3.0
VERONA TOWNSHIP MUNI COURT ST1,40.835106,-74.25626,2.0
KING COUNTY DES KC FAUNTLEROY1,47.523232,-122.393365,2.0
Gerald R Ford Airport - Short Term Garage Parking,42.8839348934451,-85.531677890625,8.0
NRP STATION# 2,29.435242,-98.480156,2.0
CASA DE MODESTO STATION 1,37.670774,-120.987314,2.0
Antelope Valley Ford,34.670522,-118.150457,1.0
ECHO CONDO ECHO STATION 4,25.949391,-80.135593,2.0
ARLINGTON CO. LB AQUATICS 2,38.870262,-77.043996,2.0
Parcel D - Legg Mason Garage,39.282587,-76.601603,6.0
Keller Bros Motors,40.292971,-76.332447,2.0
Horry Georgetown Technical College - Speir Building,33.661672,-78.937739,1.0
RCEA EV NETWORK NCUAQMD,40.801087,-124.158559,2.0
TRU TUKWILA TUKWILA 1,47.449352,-122.254496,2.0
BEDROCK FIRST NAT'L 3-1,42.330753,-83.044782,2.0
Center St Shopping Center,42.367131,-71.300714,4.0
LONGWOOD GARAGE 333 LONGWOOD 01,42.339394,-71.106131,2.0
Hampton Inn Tampa East/Seffner - Tesla Destination,28.008119,-82.301067,1.0
PEPPERDINE U. DRESCHER 2,34.046569,-118.715178,2.0
CERRITOS STATION 2,33.867348,-118.05692,1.0
META MPK22-17 ADA,37.482248,-122.165127,2.0
THE HOMESTEAD STATION 2,39.358042,-76.660576,2.0
Yonge-Steeles Ford Lincoln,43.800768,-79.42146,2.0
FIU Engineering & Computing Campus,25.769769,-80.367522,1.0
OBE POWER MPA COURTHOUSE2,25.776879,-80.194281,2.0
KANDIYOHI POWER W STATION 1 & 2,45.208134,-94.980255,2.0
Home2 Suites by Hilton Rock Hill - Tesla Destination,34.936644,-80.965165,4.0
DAVES AVENUE DAVES STATION 3,37.240567,-121.981061,1.0
Tacoma Recovery and Transfer Center,47.228027,-122.499318,6.0
Town Hall,40.969547,-72.17207,6.0
CHATHAM CO GOLDSTON LIB 1,35.594784,-79.3293,2.0
Palladian at Daphne,30.631182,-87.852274,1.0
CITY LOWELL MA GEORGE AYOTTE 2,42.648924,-71.311708,2.0
TOYOTA - WV PHARM - SOUTH,38.600319,-81.994943,2.0
SAVANNAH 1 EASTERN WHARF 4,32.077571,-81.080136,1.0
EVERGY @CITY HALL-114B,38.366948,-93.775622,2.0
USC CAMPUS VALLEY N.ROW#21,34.06507,-118.194543,2.0
Hyatt Place at Anaheim Resort/Convention Center - Tesla Destination,33.798151,-117.915464,3.0
BOTS EV1&2 NORTHSIDE,36.298427,-119.21121,2.0
META MPK20.3-02,37.481416,-122.15471,2.0
UW STATION LOT 95,43.0776,-89.429997,2.0
Rothrock Motor Sales,40.620508,-75.503287,3.0
COM STREETSVILLE 2,43.5826,-79.714294,2.0
CCC CCC NBA,33.628929,-117.937153,2.0
Blackberry Farm - Tesla Destination,35.687809,-83.86247,2.0
El Colibri Boutique Hotel & Spa - Tesla Destination,35.568983,-121.105261,2.0
Academy Village EV-4,28.283839,-81.345322,1.0
City of Santa Monica - Civic Parking Garage,34.010528,-118.4898,12.0
Highlands Community Hall,48.4951676852115,-123.513548628311,1.0
Quartier D'Astous,48.455928,-68.499437,2.0
Grassland Crossing,34.145554169,-84.250687092,2.0
EVERGY @BB THEATR-225B,39.184073,-93.881254,2.0
"Hilton Garden Inn, Addison - Tesla Destination",41.9364472,-88.0390738,3.0
BH STATION 6,42.12294,-72.601972,2.0
CCSF - SFO SFO LOT C-2,37.615911,-122.385167,2.0
Edgewater Mall - Tesla Destination,30.392253,-88.989827,8.0
SCI CHARGERS GVR CAS VALET 1,36.01995,-115.08952,2.0
Universal's Cabana Bay Beach Resort - Tesla Destination,28.465525,-81.473534,6.0
UMASS MEMORIAL EMPLOYEE GAR #3,42.273736,-71.790654,2.0
CU ANDERSON 16,33.794686,-117.85028,1.0
UMN WASHINGTON RAMP,44.974036,-93.230989,2.0
Gold Strike Casino - Tesla Destination,34.846394,-90.332785,4.0
DPL - John Walter Smith Park,38.175131,-75.377281,2.0
Royal Motor Co,1.0,-1.0,1.0
WASHINGTON WEST ROUTE 66 EV 1,41.555375,-72.679332,1.0
SULLYS WEST LOT TAMARACK STA2,39.413924,-119.75599,2.0
TGM Danada Apartments - East,41.834583,-88.096228,1.0
TIME WARNER TIME WARNER,42.769329,-73.928738,2.0
SEACOAST BANK WINTER PARK,28.597939,-81.362877,2.0
COUNTY CCPARKINGLOT-3,37.353503,-121.905726,2.0
Perry Memorial Hospital,41.3661437302161,-89.455921799822,1.0
MERCEDES FM MERCEDES BENZ,26.518816,-81.86662,2.0
Topgolf 10601 E Easter Ave,39.588827369,-104.865444846,2.0
Chula Vista Center Northern Mall Entrance,32.631169,-117.08517,1.0
ECHOTA EV SUMMIT EV 1&2,36.174147,-81.759414,2.0
TC HYUNDAI SHOP STATION,33.634192,-117.723342,1.0
NOHO WEST L4H,34.179554,-118.39642,2.0
COEN NORTH STATION #4,45.627368,-122.673517,2.0
FORT WAYNE WAYNE ST - WEST,41.078716,-85.13674,1.0
Riotel Matane,48.852204,-67.524649,3.0
Holiday Inn Express & Suites - Dallas Frisco NW Toyota Stadium,33.1566889,-96.832991,2.0
BWP EV CHARGE ONTARIO,34.198936,-118.344536,2.0
745 THURLOW 745 THURLOW ST3,49.285348,-123.124149,2.0
1st Precinct,40.975478,-73.843042,2.0
Payne Gap School,31.388276,-98.356662,1.0
Perry L2 - 1,30.117416,-83.5809,1.0
NED RUTLAND ST1,43.630432,-72.97659,2.0
"Walgreens - Forest Hill, MD #9926",39.573192,-76.385117,1.0
BEVERLY HILLS 345 N BEVERLY 1,34.069278,-118.40167,1.0
COLLEGE HALL CROSBY HOUSE,47.669317,-117.402327,2.0
ESSEX THE DYLAN 1,34.091121,-118.345002,2.0
EJ Noble Building Medical Laboratory,44.5955420355571,-75.1524505230511,2.0
Genie HQ,47.6628245758785,-122.092597191322,2.0
CITY-BROOKHAVEN CITY HALL 1,33.870801,-84.333911,2.0
BOULDER BOULDER PARK S2,40.01447,-105.27934,2.0
DUPONTRIV RIV2,38.283701,-90.387619,2.0
The Silver Creek Hotel - Tesla Destination,43.45748,-114.258798,1.0
Bohemian Hotel Celebration - Tesla Destination,28.316969,-81.541247,2.0
MARKET ST GRG STATION 2,34.502238,-82.648471,1.0
HAJJAR STATION 1,41.559096,-72.650181,2.0
DCMC GARAGE 3 LVL4 RAMP,30.302387,-97.704984,2.0
Municipalité de Saint-Paulin - Bureau municipal,46.419372,-73.013542,1.0
CNTYOFRIVERSIDE RIVERSIDE CAC 3,33.977202,-117.373712,2.0
ALLABOARDFLORID MIAMI 3,25.78012,-80.197481,2.0
Sames Bastrop Ford,30.1096246270036,-97.4043887468078,1.0
HIGHWOODS ORL LANDMARK1 EV1,28.547058,-81.374132,2.0
Tru by Hilton Shepherdsville Louisville South - Tesla,38.065587,-85.695412,2.0
McLarty Nissan of Benton,34.6019403264253,-92.5473218851786,2.0
Jordan Grand Hotel,44.4750742297696,-70.9000559196112,1.0
Stop & Shop 900 Tiogue Avenue,41.679301,-71.5702465,2.0
ASHER GARAGE STATION 14,27.944055,-82.451401,2.0
Stars Recreation Center,38.36557,-121.967,4.0
James Areida Education Support Center,38.123478,-121.24808,2.0
KOHL'S - CHPT 1267 CRETE 2,41.45877,-87.573946,1.0
SHSU CPG STATION 2,30.712343,-95.547053,2.0
LEGACY AFC STATION 1,33.847512,-84.366836,2.0
Pindar Vineyards - Tesla Destination,41.0321083,-72.4656717,1.0
CNTYOFRIVERSIDE RIVERSIDE CAC 2,33.977199,-117.373978,2.0
Banning City Hall,33.926628,-116.87636,1.0
META MPK62-17,37.485302,-122.178198,2.0
MARINE GATEWAY 60A - 24,49.210112,-123.115925,2.0
HCP SAN DIEGO 4921DIRECTORS 1,32.894404,-117.210176,2.0
Fairmont Hotel,49.288205,-123.11568,2.0
Three Rivers Market,35.981352,-83.928208,2.0
KOHL'S - CHPT 0522 FRANKLIN 4,35.936927,-86.820304,1.0
EVERGY @AM FAMILY-153B,39.754491,-94.779678,2.0
Publix #1394,27.789083,-82.68064,2.0
Midwest Renewable Energy Association - Tesla Destination,44.5098,-89.4071,1.0
4647 Marmion Way,34.0995381,-118.2054991,1.0
Bob Bell Nissan,39.296284,-76.509019,1.0
CNTYOFRIVERSIDE MOB #6,33.911258,-117.195882,2.0
TERMINAL GARAGE L4S28,39.297951,-94.717064,2.0
Suffolk Construction,42.328316,-71.070296,10.0
Carlin Site,40.718483,-116.106909,2.0
SMECO - Southern Community Center,38.3806,-76.43786,2.0
ABE RFID-DUAL-18 #4,40.651118,-75.433669,2.0
Holiday Inn Hotel & Suites Rochester - Marketplace - Tesla Destination,43.087805,-77.6163447,3.0
PB Boulangerie Bistro - Tesla Destination,41.916692,-69.989599,2.0
Homewood Suites by Hilton Lexington - Tesla Destination,37.996974,-84.528987,4.0
UHN - Toronto Western Hospital - Leonard Ave Garage - Tesla Destination,43.65464,-79.404667,12.0
CNX NSC STATION 1,45.158552,-93.224782,2.0
Riverdale Fast Parking,40.879501,-73.903603,8.0
ABBOTSFORD VW SW FRT BUILDING,49.06155,-122.388183,2.0
Flanigan's Inn & Hotel Zion National Park - Tesla Destination,37.194414,-112.99341,2.0
SPG 119 SOUTH,36.063466,-79.299886,2.0
Bridgeport Village CPK,45.3969745,-122.750863,2.0
LITTLE ELM PK GARAGE,33.163093,-96.936449,2.0
PTMC PTMC 1,34.170854,-118.533839,2.0
BROOKFIELD PROP 300 CLAY STAT1,29.756604,-95.372854,2.0
IKEA USA OAK CREEK 3,42.90682,-87.938749,1.0
Cherry Hill,39.914479,-75.008129,2.0
RIVERHOUSE 1 RIVERHOUSE EV,44.08,-121.3054,2.0
"Walgreens at 3035 Book Rd, Naperville",41.709624,-88.186748,2.0
TOPANGA STATION10,34.190984,-118.60395,2.0
FPL EVOLUTION GULFSTREAMPARK5,25.979596,-80.141297,2.0
MENKES 25 EV 2,43.643454,-79.380735,2.0
Gregg Orr Cadillac Of Hot Springs,34.448237,-93.083215,1.0
CITY OF LH LA HABRA 1,33.930979,-117.945024,2.0
CSUSB N STATION 6,34.184284,-117.322606,2.0
Collision Masters,42.872706,-78.868785,4.0
Southern Oregon University - Lot 8,42.187149,-122.689496,3.0
MCCOART BLDG #1-2,38.679504,-77.35393,2.0
Douglass Nissan,30.639201,-96.30671,1.0
50 Yard Line Lot,42.816655,-73.924784,2.0
TANNERSVILLE MUNICIPAL LOT,42.195133,-74.13242,2.0
Comfort Suites Northwest Houston at Beltway 8 - Tesla Destination,29.928071,-95.545954,3.0
Courtyard Jacksonville Mayo Clinic/Beaches - Tesla Destination,30.261357,-81.440417,4.0
Stones Throw - Tesla Destination,43.1662314,-70.6158424,2.0
Boston Bar - Canyon Lanes Bowling,49.860008,-121.44014,1.0
Peavey Mart,49.8979421,-97.0771319,1.0
LBA REALTY PS3 STATION 9,33.674398,-117.841605,2.0
Ingram Park Nissan,29.457047,-98.625324,1.0
Juneau Hydropower,58.363727,-134.57555,1.0
The Woodbridge House,42.036245,-82.714061,1.0
City of New Westminster - Curbside 812 Colborne St,49.221534,-122.914329,2.0
IMP EV CHARGING LEVEL - 5 LEFT,21.271284,-157.82132,2.0
LBA REALTY PS5 STATION 1,33.670853,-117.839712,2.0
The Gantry,38.908325,-77.000427,14.0
AXIS@SOUTH AXISSOUTHAMBOY1,40.474274,-74.285934,2.0
Eleven33,41.886409,-87.804687,2.0
MOMENT MOMENT 1,41.892047,-87.617241,2.0
THE PALMS CC BUILDING 1,26.645735,-81.98855,2.0
DFW AIRPORT DFW 2,32.855133,-97.037228,2.0
INT-BIO EV CHGR INTBIO EV CHGR1,30.33089,-97.668908,2.0
Sweet Traveler Patisserie,31.9004831540364,-102.395265232445,2.0
Costco - Waipahu,21.42645,-158.00009,2.0
Grand Bohemian Hotel Mountain Brook - Tesla Destination,33.488111,-86.774103,3.0
Publix #1559,28.646284,-81.13725,2.0
1001 Pennsylvania,38.895414,-77.026006,4.0
Centro,30.263544,-97.728367,11.0
COOK EV PROGRAM CC SKOKIE,42.063726,-87.764725,2.0
SANTANA ROW B1 STATION 01,37.31895,-121.946632,2.0
CITY OF GR MGR GALLERY PLACE,42.962871,-85.668737,2.0
KOHL'S - CHPT 1002 BEAVERTO 2,45.492611,-122.789595,1.0
BBF EV CHARGER #2,40.454358,-80.017118,2.0
NJDEP STATEPARK BATSTO VC PS1,39.644302,-74.64698,2.0
The Hub Hillcrest Market,32.7495607,-117.15399545,2.0
116 Edward Street,42.78602,-81.17357,3.0
"The Ritz Carlton Reynolds, Lake Oconee - Tesla Destination",33.439109,-83.194766,7.0
CSG EV SDSU CENT PLAZA,32.772001,-117.072697,2.0
Loyola University,41.9988675,-87.6590125,2.0
KODIAK EV 1250 EV #5,37.419639,-122.146169,1.0
Overlook Office Building,35.057799,-80.843583,12.0
Mississippi Power,31.3238385985994,-89.2932709128825,1.0
Municipalité de Lac-des-Aigles,47.989053,-68.67685,1.0
OSVW SHOP 01,44.559,-80.97168,1.0
THORNWOOD THORNWOOD,35.10303,-89.803246,2.0
THECAMDEN B4 ST2,34.099375,-118.326111,2.0
LSU OLD FRONT 9 LOT,30.406808,-91.181502,2.0
META MPK15-01,37.483921,-122.148226,2.0
ALAMEDA PARKING AZUSAEVPARKING5,34.136616,-117.906688,2.0
UPTOWN COMMONS EV 3,33.87501,-118.185669,1.0
Quikpark 173 W 12th Street - Tesla Destination,40.737108,-74.000358,3.0
Hayward High School,37.67183,-122.069135,10.0
Best Western - Belleville,44.189215,-77.396476,1.0
OMAHA OMAHA PARK 4-1,41.254196,-95.930275,2.0
TURNER PROPERTI CNN CENTER U3,33.75618,-84.39524,2.0
Six Flags Entertainment Corporation 13710 Central Avenue,38.905923375,-76.771906312,8.0
Kawartha Pine Ridge District School Board - Port Hope,43.957543,-78.308806,1.0
NOHO WEST L3L,34.180126,-118.39461,2.0
LEGACY@FITZ PUBLIC,39.73912,-104.83328,2.0
EVERGY @SMSD C4AA-226C,39.001196,-94.680703,2.0
Merryvale Vineyards - Tesla Destination,38.5022063,-122.4641502,2.0
Vons 11322 Los Alamitos Blvd Los Alamitos	CA,33.7980465,-118.071177,2.0
USC CAMPUS VALLEY N.ROW#01,34.065019,-118.194928,2.0
Trexlertown Plaza,40.548902382,-75.594207137,2.0
Icon Parking 245 E 19th St. - Tesla Destination,40.735608,-73.983111,3.0
GR. LAWRENCE GRL 3,42.69256,-71.19576,2.0
MA PORTFOLIO WYMAN 4,42.399776,-71.257763,2.0
Motel 6 - White Settlement,32.737662,-97.485012,4.0
SENECA-NH PG1,43.797274,-79.345416,2.0
FPL EVOLUTION KENNEDY OSB1-8,28.581663,-80.654078,2.0
COUNTY COMPLEX DEEDS #1,41.700623,-70.305954,2.0
Del Lago Park and Ride,33.072863,-117.070856,4.0
MacArthur Center South Garage - Tesla Destination,36.848262,-76.287787,8.0
IRVINE  CO  OFC DBC 6531 ICD 02,33.670393,-117.762843,2.0
ADOBE LEI P1-2 GW,40.433644,-111.890167,2.0
P1 Garage,38.98564,-77.095252,1.0
AAA PARKING EV-686&687,33.784841,-84.388275,2.0
Providence Regional Medical Center Everett,48.00101,-122.206131,7.0
Premium Outlet Collection EIA,53.303274,-113.555407,1.0
Tanger Outlets Nike Factory,33.0228665,-97.2815015,2.0
BLOCK 16 FB BELLEVUE 17,47.622158,-122.176042,2.0
AMHERST TOWN HALL LOT,42.375335,-72.518543,2.0
Schoharie Elementary School,42.6663787891636,-74.3081920374711,14.0
THE COVE EV GL1 7,37.663411,-122.396517,2.0
TARGET CORP MORGAN HILL 2,37.156479,-121.653813,2.0
AMZ SEA94 13,47.613357,-122.196882,2.0
"OHB OHB-5,6",42.136415,-71.123862,2.0
Town Hall,41.981336,-71.334248,4.0
CUMMINGS PROP 800 CUMMINGSC 5,42.562397,-70.887621,2.0
ACE Parking - 625 2nd St Pkg Grg,37.781499,-122.391275,1.0
DEERINGPROP 1ST FLR-171_172,43.652019,-70.257534,2.0
"Kohl's, La Verne CA",34.1134035,-117.762499,2.0
META MPK29-13,37.481724,-122.169347,2.0
9th & Front,43.61429,-116.206517,3.0
FASTPARK IAH 2,29.983823,-95.2928,2.0
Sheetz Gas- EV Charger 2,39.93784,-77.655008,1.0
Chamber South,25.6963895119507,-80.2975129244152,1.0
OHIO STATE UNV LANE AVE GARAGE,40.00584,-83.016042,2.0
META BUR105-10,37.589563,-122.337197,2.0
EVERGY @NKC HOSP -280B,39.14756,-94.550958,2.0
The Fairmont San Francisco - Tesla Destination,37.7924958,-122.4100354,3.0
Academy Village EV-6,28.284953,-81.348618,1.0
SOU SOU LOT 27,42.185539,-122.697112,2.0
HQ STATION 5 STATION #5,38.597393,-121.48631,2.0
UNC RAMSHEAD 1,35.906068,-79.045679,2.0
PALO ALTO CA CAMBRIDGE #3,37.426208,-122.14601,2.0
Broadstone Plaza - Tesla Destination,38.653825,-121.126366,2.0
AUSTIN FC ONE,30.388125,-97.720256,2.0
Ayres Suites Ontario at the Mills Mall - Tesla Destination,34.070333,-117.557221,4.0
MIDDLEBOROUGH HIGH SCHOOL A#4,41.879513,-70.90225,2.0
ImPark,43.86347,-79.376858,1.0
Longview Parking Garage,41.026867,-73.767674,2.0
SOUTHLINE BOS SOUTHLINE 10,42.314474,-71.049282,2.0
4CD BRW STN 13,37.896907,-121.719269,1.0
HAYNES HOUSE DUAL CHARGER,33.823395,-84.387851,2.0
SFSTATE LOT 20 18,37.72431,-122.481046,1.0
Kenton Drive,39.0297565966806,-84.4674264800781,15.0
EVERGY @MAX ARMOR-265B,39.142151,-94.579339,2.0
ESSEX PATHWAYS 02,33.771782,-118.115103,2.0
PARKING SYSTEM KIOWA L1 B,38.834646,-104.82243,2.0
MACPLACE PLACE 1,33.702633,-117.865815,2.0
PETALUMA STATION 3,38.253174,-122.79727,2.0
LOT 8 STATION LOT 15 EV 001,38.618931,-90.200774,2.0
Broadstone Evoke,33.015178,-96.796747,4.0
PARK PALM BEACH 312 NORTHWOOD,26.734363,-80.052466,2.0
CSG EV SDSU LOT 2A,32.772608,-117.068118,1.0
CPUD CLATSKANIE HS,46.101254,-123.21269,2.0
King County Housing Authority - Section 8 Office,47.44897,-122.25331,2.0
AGOURA HILLS #2,34.144203,-118.776299,2.0
MAZDA EV SHOP GARAGE,42.261339,-82.984501,1.0
EVERGY @STJOE CTY-283A,39.763939,-94.852449,2.0
ONE PASEO 12845 PVW 05,32.950898,-117.236669,2.0
Boisbriand - Bibliothèque,45.61248,-73.83964,2.0
Wyndham Royal Vista,26.223463,-80.089928,2.0
Young Subaru Ogden,41.193052,-111.977936,2.0
FASTPARK BWI 1,39.198352,-76.684676,2.0
THE MILTON STATION 15,38.860623,-77.058367,2.0
NATIONWIDECHILD NCH-AG ST2,39.953077,-82.986485,2.0
NASHVILLE VAMC NASH 3,36.141586,-86.804474,1.0
DC CORRIDOR CHOW SHELL L2,37.125489,-120.256847,2.0
Astoria Aquatic Center,46.189094,-123.82079,4.0
Gateway Canyons Resort & Spa - Tesla Destination,38.677497,-108.979798,2.0
Sapphire CAI/The Pearl Hotel - Tesla Destination,26.082599,-97.161387,5.0
