Station Name,Latitude,Longitude,EV Level2 EVSE Num
Presbyterian Village at Hollidaysburg,40.426036,-78.398846,2.0
CONSUMERSENERGY LVN CNG #2,42.369849,-83.372509,2.0
Ville de Boucherville - Centre Multifonctionnel,45.588807,-73.42835,2.0
Essex Landing 2,42.454156,-71.02728,2.0
LEHI POWER LEHI POWER L2,40.413967,-111.877785,2.0
CAL MARITIME CHARGER # 27&28,38.069467,-122.230061,2.0
BLACKSTONE EV BLACKSTONE 1,37.665497,-122.0952,2.0
FORT WAYNE IND TECH-EAST,41.07858,-85.119851,2.0
Mulberry Pool,40.58194721278001,-105.0840198970978,2.0
Tru by Hilton Atlanta/McDonough - Tesla Destination,33.424652,-84.179568,6.0
WHITBY OPERATIONS,43.91962,-78.95344,2.0
"GTAA TRCA T3-3-L2-7,8",43.685959,-79.61832,2.0
BROADSTREET GATEWAY#7,49.31246,-124.31829,2.0
TB REALTY TB REALTY,33.828739,-118.185413,2.0
COLO STATE UNIV UNIVERSITY VIL2,40.576965,-105.10509,1.0
CUMMINGS PROP 800 CUMMINGSC 4,42.562442,-70.887621,2.0
TARGET CORP EVERETT 1,47.910443,-122.22728,2.0
Nissan of Midland,32.024113,-102.151567,1.0
Peavey Mart,52.377098,-114.918778,1.0
BWP EV CHARGE BWP BTC W2,34.183024,-118.313169,2.0
SpringHill Suites - Milwaukee/Wauwatosa,43.045323,-88.041306,2.0
Cazbar - Tesla Destination,39.293019,-76.615604,1.0
BVSD BROOMFIELD MID1,39.938061,-105.077765,2.0
LANE COUNTY LC FLEET (EAST),44.09827,-123.0958,2.0
GEORGIA POWER TIFTON L2,31.450719,-83.533903,2.0
Burgandy Hotel,34.767097,-92.399062,2.0
Ocean Beach Park - San Diego,32.748368,-117.252451,5.0
CITY OF FRESNO UNDERGRGAR8CHG3,36.734894,-119.790607,1.0
GASTON COUNTY VISITOR CENTER,35.2566,-81.042796,1.0
LeBlanc Nissan,30.27589,-90.948797,1.0
350 BUSH STREET OWNER LLC,37.791417,-122.403408,7.0
MAHWAH A-AC-19,41.073857,-74.170479,2.0
White Oak Medical Center Campus Parking Garage - 1st floor,39.048707,-76.956663,4.0
TARGET CORP EAST POINT 1,33.658531,-84.500975,2.0
USF LOT 38F EVSE 01,28.066261,-82.424446,2.0
Swalley Irrigation District,44.14787,-121.33261,1.0
Drexel Hill Nissan,39.955612,-75.321745,1.0
PROSCENIUM STATION 1,33.786336,-84.38443,2.0
Jewel I,49.227617,-123.011022,4.0
2834 SM STATION 1,34.032126,-118.468007,2.0
WOHS PMC OSLER 4,43.690298,-79.751728,2.0
LOMA LINDA UNIV SB 4,34.09682,-117.29839,2.0
MOORES MILL MOORES MILL 2,33.819722,-84.449826,2.0
MAC PROPERTIES PARC 45-46,38.64195,-90.264806,2.0
REDWOOD LIFE 2000 BRIDGE PKY,37.538195,-122.258497,2.0
WEINSTEIN ADDISON1,37.684303,-77.591203,2.0
Audio Adrenaline,34.580404,-112.360074,1.0
SANMIGUELCTY LAWSONHILL1,37.947213,-107.873351,2.0
Village of Hamilton,42.829483,-75.548618,2.0
EVERGY @ST LUKES -320C,38.904261,-94.670386,2.0
ROBLE ROBLE LL2-2,37.42644,-122.176053,2.0
LA COSTA GLEN SOUTH CAMPUS,33.07466,-117.267485,2.0
Fairfield Inn,40.1974181326589,-76.7590013433789,4.0
LOT 1 JERSEY AV BOLLWAGE GAR 2,40.664437,-74.216558,2.0
ALBANY COUNTY TIMES UNION GAR,42.649224,-73.756071,2.0
KUA HQ Public Parking - 1,28.328274,-81.420544,1.0
Tadoussac - Maison du tourisme,48.143975,-69.718927,1.0
MONTFORD PARK EV CHARGER 01,35.1668,-80.849396,2.0
1906 1902 RIGHT,38.948265,-77.338137,2.0
UNCW-1 UNCW2 CEN DECK,34.22257,-77.871666,2.0
OC CHARGERS HEARTLAND4-2,43.611501,-79.68803,2.0
Audi Bedford,41.4087242378918,-81.5427563096889,2.0
Swtch Energy,43.639043,-79.417503,2.0
Town of Waddington,44.863388,-75.202879,2.0
The Bradley Wynwood,25.801826,-80.195963,6.0
TYCON COURTHOUS FAR RIGHT,38.917718,-77.237432,2.0
LETHBRIDGE MITS LEVEL 2,49.695569,-112.789436,1.0
Mountaineer World,39.310211,-80.273313,2.0
TVH STATION 06,33.479761,-117.107036,2.0
DEELS - SOCIAL SPACE 76-77,34.160367,-118.370894,1.0
FORSYTH POINTE P1 NORTH 8027,38.651146,-90.340677,2.0
PACIFIC CANNERY STATION 60-61,37.812677,-122.300609,2.0
FLATS EV 1 FLATS AT CHASE,44.057642,-123.060739,2.0
Icon Parking 990 Ave of the Americas - Tesla Destination,40.750844,-73.986188,3.0
CITYOFTEMECULA 6TH ST GATEWAY,33.49652,-117.1506,2.0
Mahone Bay Town Hall,44.4493252,-64.3827688,1.0
59er Diner,47.758434,-120.742416,1.0
1428 N Hobart Blvd,34.09756546,-118.3055284,1.0
Centereach Park,40.881372,-73.075896,4.0
SHBH BEDFORD #5,41.974654,-70.974961,2.0
HOOD PARK P4 SPACE 404,42.38033,-71.072542,2.0
HOMEWOODSTSC STATION 1,34.441548,-118.593261,2.0
Los Angeles County Sheriff - Headquarters,34.060685,-118.168137,2.0
ROW DTLA 3RD FLR 03,34.033548,-118.240805,2.0
THREE RIVERS GEORGETOWN PLAY,46.18315,-62.531376,2.0
ACTIVITY CENTER CVE ACTIVITY,26.31116,-80.1524,2.0
ONE88 SPACE 303 & 304,47.611826,-122.201331,2.0
MITIMCO P4-3 W,42.360792,-71.085423,2.0
RITCHOT ARENA,49.56682,-97.18369,1.0
Coda Apartments 1,34.022031,-118.399096,11.0
North Country Nissan,44.835216,-73.076037,1.0
1111 Madison,43.045471,-76.129206,1.0
Wayne State University - Parking Structure #4,42.3559279,-83.055206,1.0
Littleman Parking 129 Montgomery - Tesla Destination,40.716989,-74.040043,4.0
SAMMAMISH CITY HALL LOT 2,47.60161,-122.036303,2.0
Restaurant McDonald's Prévost,45.84067,-74.062254,2.0
DMD PARKING FAC NOB HILL NORTH,35.080288,-106.60586,2.0
McHenry Row - East Garage,39.268563,-76.599196,2.0
PACIFIC CANNERY STATION 68-69,37.812471,-122.300257,2.0
MGE OVERTURE GP,43.073606,-89.389775,2.0
ADENA STATION 1,39.396231,-82.970885,2.0
Eclipse Buckhead Public Garage - Tesla Destination,33.837504,-84.378132,18.0
OK PRODUCE STATION 2,36.723554,-119.773359,2.0
OBE POWER WAREHOUSE DISTR,26.698992,-80.06348,2.0
The Giant Company #6324 - Levittown,40.1342245,-74.8863895,2.0
Essex County - Courthouse,44.214426,-73.594677,2.0
URICHMOND RYLAND_ST 1,37.577172,-77.536656,2.0
Icon Parking 35-39 East 61st Street - Tesla Destination,40.764617,-73.969764,3.0
BGE FLEET ONLY FST 09,39.296128,-76.607303,1.0
ARAPAHOE BASIN STATION 5,39.642315,-105.87243,2.0
Residences at the Little Nell - Tesla Destination,39.186714,-106.819164,2.0
8935 Mason Ave,34.2325544,-118.5796671,1.0
Desjardins - Charles-LeMoyne,45.50104,-73.51159,1.0
854ELLICOTT 134 HIGH ST 2,42.900864,-78.863776,2.0
Walmart 1697 Elk Grove,38.41118,-121.39095,1.0
KG TECHNOLOGIES KG 1,38.352362,-122.706422,2.0
FS-HAAF FS 5,31.864114,-81.614937,2.0
Hoh Valley Cabins,47.8176852900045,-124.151851571593,2.0
Desjardins - CdS Atwater,45.481251,-73.578726,1.0
RI OER RI DOT ST6,41.745131,-71.439255,1.0
Bridgewater State University Weygand Lot,41.9846850410118,-70.9640750615144,6.0
Marriott Grand Vista,28.3984649,-81.4537093,2.0
Burger King - Medina,43.206332,-78.39894,2.0
POULSBO STATION 1,47.744532,-122.639463,2.0
SCCOA EVS5-14,37.38319,-121.981884,2.0
Ville de Saguenay - Stat. Jacques-Cartier-Morin,48.426909,-71.066321,1.0
Dry Creek Vineyard - Tesla Destination,38.652759,-122.925048,5.0
Confluence Health | Ephrata Clinic,47.31711,-119.553158,2.0
3500 Dekalb Ave,40.882337,-73.880265,2.0
MASSDOT WHATELY 2,42.47018,-72.614815,2.0
THE LODGE MARKET 3,36.568408,-121.951374,2.0
CHG STATION #1 WEST CHARGER,37.568927,-106.114453,2.0
FEST FOODS HARTFORD FF,43.315949,-88.35905,2.0
MGM RESORTS INT MANDALAY ST 3,36.092086,-115.177118,2.0
IRVINE  CO  OFC SCBC 15485 01,33.670927,-117.768471,1.0
AHS CHARGE CELEBRATION 2,28.327603,-81.538966,2.0
EZ-PARKER STATION4,29.996714,-90.25318,2.0
Rapidpark 600 Columbus Ave-QBDestinationSiteID52405 - Tesla Destination,40.788614,-73.97118,3.0
IRVINE  CO  OFC ST 17700 54,33.645785,-117.764949,2.0
Motel L'Abri,48.1117829203608,-66.1450271955218,1.0
"Town of Warrenton, VA",38.714245,-77.793494,2.0
"Walgreens at 28817 Military Rd, Federal Way",47.343188,-122.302009,2.0
NGSP GILBERT EV2,33.347896,-111.827931,2.0
1801 E 6TH AUSTIN 1801 1,30.261687,-97.723468,2.0
MCCLELLANTMA HOWARD & DUDLEY,38.65772,-121.38836,2.0
Governor's Mansion,38.580083,-121.484759,1.0
WHB LANDINGS STATION 1,40.807715,-72.643375,2.0
14634 Magnolia Blvd,34.16476023,-118.4526815,1.0
CDC CHEV01 & 02,33.881276,-84.294262,2.0
CSUMB AVC & SC STATION 4,36.652499,-121.790988,2.0
"Miramonte Resort & Spa, a Destination Hotel - Tesla Destination",33.720792,-116.330965,3.0
HOLIDAY_INN HOLIDAY INN EXP,28.133439,-82.369474,2.0
MINNEWASKA EV 2,41.730062,-74.234947,2.0
UCSF CAMPUS 1-3,37.76466,-122.388274,2.0
Silverlakes Sports Complex - Tesla Destination,33.953317,-117.555626,3.0
Village Dodge Inc,42.2725301307996,-73.7225156620663,1.0
SAN JOSE 4TH SAN FER 1,37.336385,-121.885999,2.0
MRYSH SPRINGHILL 3,36.665432,-121.808424,2.0
SACRAMENTO NNCCAC-3,38.65911,-121.521126,2.0
LEFC STATION 1,40.148733,-76.283784,2.0
Sydor Optics,43.111993,-77.698446,4.0
THE WELL STATION 10,43.64308,-79.396846,2.0
AUSTIN FC NINE,30.38837,-97.71958,2.0
Bill Marine Ford Inc,39.4449017926259,-83.849148898744,1.0
City of Coquitlam - Discovery Center,49.294796,-122.74051,2.0
Holocaust Museum Houston,29.725128,-95.385634,3.0
MAA PROMENADE STATION 1,39.894825,-105.07406,2.0
BOTS EV 3&4 EASTSIDE,36.202383,-119.088094,2.0
HERON CHARGING STATION 9,27.943415,-82.44873,2.0
FOREST STATION 002,30.321369,-81.676871,2.0
TERMINAL GARAGE L4S17,39.298134,-94.716999,2.0
7500 7580 RIVERWALK 1,33.54506,-111.876348,2.0
MA PORTFOLIO 275 WYMAN ST #4,42.40592,-71.255241,2.0
RMI IC STATION 2,39.368438,-107.038374,2.0
TARGET CORP CHULA VISTA,32.64924,-116.967643,2.0
Amara Resort and Spa - Tesla Destination,34.869604,-111.758506,2.0
Pauli Ford,42.98096946453193,-84.5442743214264,2.0
DC CORRIDOR ZOO OTTER L2-S1,47.670285,-122.353765,1.0
FPL EVOLUTION FDOT DIST4 OPS2,26.19525,-80.1543,2.0
WINNIPEG ST. VITAL PARK,49.82867,-97.142685,2.0
FLO - Lumicité Condominium,45.5888737,-73.2857304,2.0
Artsquare Hallandale location,25.989464,-80.143934,2.0
Hilton Santa Barbara Beachfront Resort - Tesla Destination,34.41725,-119.67772,4.0
SAS SAMSUNG 4,30.377514,-97.639643,2.0
Owatonna Public Utilities - Tesla Destination,44.086181,-93.227351,2.0
Mark Hopkins InterContinental Hotel,37.791791,-122.411265,1.0
Legacy Town Center - CBRE Parking Garage SW Parking,33.073429,-96.823647,2.0
WSPT HORSHAM 200 GIBRALTAR,40.173189,-75.13342,2.0
BLOOM CT4K GW1,42.798965,-76.10815,2.0
Wildwood Park,44.651141,-90.186898,1.0
WILLIAMS COLLEG SPENCER HOUSE,42.712406,-73.207111,2.0
Local Roots Market & Cafe - Tesla Destination,40.79722,-81.94111,1.0
HOLIDAYINNMIAMI FKLKY,36.868143,-94.853353,2.0
City of Seattle - Central Library,47.606684,-122.332664,3.0
GEISINGER STATION3,40.968827,-76.600963,2.0
CORC SPARTANS,38.589433,-121.28472,2.0
Nobel Rec Center - San Diego,32.86722,-117.19888,7.0
City of Mendota - City Hall,36.753933,-120.382469,1.0
THE WORKS CHATTAHOOCHEE 2,33.80337,-84.42866,2.0
EVERGY @CORP WOOD-139C,38.930614,-94.687972,2.0
Maine Audubon,43.7062086115311,-70.2412122622707,2.0
Université Laval - PEPS,46.783926,-71.276673,4.0
"L'Auberge Provencale, a Select Registry Property - Tesla Destination",39.0708248,-78.0936848,2.0
NEWAGE NEWAGE E1,40.165252,-75.052401,2.0
COLO STATE UNIV SOUTH COLLEGE 1,40.570714,-105.078378,2.0
CITY OF BEDFORD MUNI LOT 1,41.391746,-81.53496,2.0
Hospital Corridor,45.790891,-108.51595,2.0
COUNTY EV 15-16,37.407778,-121.952686,2.0
ONE CAL PLAZA P1 01,34.052508,-118.251503,1.0
Staunton Plaza,38.1396165,-79.046268,2.0
6000 SMR 6140-1,37.697874,-121.922501,2.0
City of Coronado City Hall,32.678213,-117.173768,2.0
City of Coquitlam - Poirier Public Library,49.253388,-122.845139,3.0
CITYOFBRENTWOOD STATION #6,37.934469,-121.693463,1.0
SONEIL MORRISON HERS A,43.839524,-79.384351,2.0
Icon Parking E 72nd Street - Tesla Destination,40.766554,-73.952905,5.0
UNLV LOT D STATION 1,36.107048,-115.138013,2.0
Courtyard by Marriott Albany,31.620643,-84.229873,2.0
Link Apartments Grant Park,33.741474,-84.363839,2.0
GOLDEN STATIONS 12TH ST GARAGE,39.756293,-105.220778,2.0
Horseshoe Casino,39.273771,-76.627853,6.0
Elkridge Estates of Roland Park,39.373744,-76.633893,3.0
3700 town center boulevard (US-NVW-G56-7),33.62187,-83.84142,1.0
Graviti Energy - Cypress,29.939014,-95.678687,8.0
AMERICANAIRLINE GARAGE 5 L3 #7,32.831153,-97.06242,2.0
HHEALTHCARE MDH STATION 9,43.497389,-79.867621,2.0
Holiday Inn Express Station,33.957961,-80.395895,1.0
5620 Chemin de la Côte-St-Luc,45.478208,-73.629689,2.0
Aloft Atlanta Downtown Hotel - Tesla Destination,33.762633,-84.389629,3.0
Wayne State University - Parking Structure #7,42.349218009098,-83.0565744079649,1.0
Community Services Building,50.265801,-119.271143,2.0
Fairfield Inn & Suites Montgomery-EastChase Parkway - Tesla Destination,32.363172,-86.140551,4.0
"Inn at Westwynd Farm, a Select Registry Property - Tesla Destination",40.3351832,-76.6681699,2.0
775 KROGERSOUTHGATE,42.185793,-83.185771,2.0
W&L Nissan,40.836286,-76.834656,1.0
EVERGY @TRUMN MED-310A,39.084523,-94.575977,2.0
"Destination Outlets, Jeffersonville OH",39.620549405,-83.599853347,2.0
Envision Cinemas Bar & Grille - Tesla Destination,39.270393,-84.373524,2.0
UDR MARKET ST 1,32.711187,-117.156132,2.0
SWRI_1 B263_B,29.445443,-98.609207,2.0
Best Western - Longbranch,42.028449,-91.618643,2.0
SMCCD CAN LOT 6_4,37.446217,-122.26542,2.0
Green Park Baton Rouge - Lafayette Street,30.447787,-91.189421,2.0
ZOCALO WEST #1,40.074428,-105.203182,1.0
Harper Business Suites,42.4563582491183,-82.9127470974748,4.0
Hackensack Jefferson - Garden Homes,40.90524,-74.04112,12.0
Murray Chevrolet Cadillac Lethbridge  - Outside,49.6678926,-112.8005434,2.0
46 PENN CENTRE STATION 4,39.043518,-94.5941,1.0
RSC SOUTH PARKG NVSC ST2,35.981758,-114.936453,2.0
MITCHELL EMC MIT70_0001_CAMI,31.21722,-84.216523,2.0
ImPark,43.668613,-79.394558,1.0
Central Electric Co-Op Headquarters,36.085983,-97.052292,2.0
Giralda Place Residences,25.751374,-80.260313,2.0
HOLLYWOOD PARK MU1 STATION 6,33.94727,-118.34273,2.0
Ayres Inn - Corona East - Tesla Destination,33.888289,-117.516795,4.0
CITYOFCAMBRIDGE TUDOR ST # 1,42.360386,-71.10385,2.0
ML 1 CT4000,40.87752,-74.07565,2.0
FORT WAYNE BERRY ST - MID,41.079762,-85.136963,1.0
HENDRICKCONCORD SHOP01,35.364568,-80.704816,1.0
MA PORTFOLIO 185 WYMAN ST #2,42.402465,-71.255631,2.0
Treadwell Ice Arena,58.27397,-134.390728,1.0
Virginia Commonwealth University (VCU) - West Broad Street Parking Deck,37.551409,-77.45233,4.0
DIODE DYNAMICS DIODE DYNAMICS,38.823319,-90.522412,2.0
FAN PIER E STATION 1,42.353786,-71.045049,2.0
Desjardins - Vallée des Pays-d'en-Haut,45.895057,-74.156612,1.0
Granby - Stationnement Dubuc,45.40602,-72.749001,4.0
"STC VENTURE EV2-CT 25,27",37.372919,-122.031043,2.0
AER LIBERTY RESORT2,39.76522,-77.375534,2.0
BOSA D. GROUP L6 685-686,32.716175,-117.157819,2.0
CPW GARAGE #1,34.057678,-118.418997,2.0
Madrona Manor Wine Country Inn & Restaurant - Tesla Destination,38.604548,-122.886511,2.0
MEDFORD VOCATIONAL LOT,42.430612,-71.124404,2.0
SOUTHAVEVILLAS SV-1,33.392108,-111.849156,2.0
Best Western Socorro Hotel and Suites - Tesla Destination,34.071474,-106.892579,2.0
HONDA OF TOMBAL SHOP 01,30.016837,-95.594274,1.0
Town East Mall West Entrance,32.808356,-96.626424333,3.0
Baseline Oldtown Village,40.000054,-105.08659,2.0
Paul Reynolds,47.6037908,-52.7094553,2.0
BoA 17th-Tustin CA7-133,33.76059,-117.83594,1.0
THE COVE EV GL1 6,37.663461,-122.396614,2.0
941 Progress Ave,43.78424,-79.23164,16.0
All Suites Whitney Manor - Tesla Destination,44.249242,-76.403593,1.0
CNTYOFRIVERSIDE BLYTHE CAC,33.613349,-114.596497,2.0
The Beverly,45.53627,-122.61927,2.0
STERLING BMW BMW SHOWROOM,39.011891,-77.439533,1.0
NORTHSIDE EV NORTHSIDE EV2,34.230074,-84.466138,2.0
VM CHARGERS VIRGINIA MASON3,47.609553,-122.326337,1.0
375 - Patriots Plaza,38.884036,-77.016984,2.0
TOWN OF NATICK KMS #3,42.291071,-71.38464,2.0
HGI TROY HILTON TROY 1.2,42.739586,-73.67092,2.0
LONG BEACH BROADWAY_ADA 2,33.768713,-118.195553,1.0
MARSHALLTOWN STATION 1,42.047873,-92.900055,2.0
CITY LOWELL MA EARLY NEW,42.641816,-71.310149,2.0
Hôtel de ville de Carleton-sur-mer,48.101652,-66.121481,2.0
The Markham,37.33754,-122.038164,2.0
Abbotsford Law Courts,49.0542768804288,-122.328196883181,11.0
Colorado Department of Agriculture,39.91771217421488,-105.112463201297,2.0
CFP - Gabriel-Rousseau,46.7347790716959,-71.2666837194561,1.0
Fox Tower Parking Lot,45.518289,-122.680882,2.0
PTMC PTMC 6,34.171002,-118.533613,2.0
352 8th St,40.668517,-73.983283,2.0
EHI GP45 45AP UNIT 1,47.461835,-122.292715,1.0
ROCKLAND COUNTY STATION 1,41.105862,-74.0692,1.0
LIBBIE MILL C5,37.589816,-77.495112,2.0
University of Guelph - Lot 23,43.53362450208035,-80.23126701327516,6.0
RES CHARGE STAT RES STATION 1,39.915373,-105.123329,2.0
CMH STATION 1,42.246589,-73.778701,2.0
El Mirador Restaurant - Tesla Destination,29.417235,-98.489771,2.0
"222 JACOBS JKEV13-2001,02",42.372494,-71.074565,2.0
LCEV LUXOR CLUB,30.12691,-81.521111,2.0
Westmount - Stationnement municipal Greene,45.487284,-73.591454,2.0
799 E Harrison Street,47.2294673,-122.420899,1.0
ADOBE SAN JOSE WT5 #1,37.330755,-121.894407,2.0
Premier Land Development,41.854675,-71.430297,4.0
SCO RIVERTONH1,40.519113,-111.979002,2.0
GB - University of Manitoba - 3 - H lot/Stanley Pauley Center,49.807962,-97.133501,1.0
Campbell-Nelson Nissan,47.778229,-122.344838,2.0
FPL EVOLUTION HF PALMBAY HOS1,28.000794,-80.610887,2.0
PIE AE ZILKERPARKPOLO2,30.266457,-97.774745,2.0
Auric Symphony Park - 3rd Floor,36.16605,-115.155157,1.0
DLR TOYSTORY 99&100,33.801717,-117.908387,2.0
Fairmont Le Manoir Richelieu - Tesla Destination,47.621077,-70.145253,3.0
TGO TGO 01,49.281161,-123.116626,2.0
Molly's Spirits,39.596552,-104.891056,5.0
Town of Windham Community Center,41.7114292,-72.2106391,4.0
OHIO STATE UNV SCHUMAKER1,40.012911,-83.026324,2.0
RIVIERA EV COFFEE SHOP,30.40802,-87.68463,2.0
400 Beach Seafood & Tap House - Tesla Destination,27.7770637,-82.6316177,2.0
Club de Golf Atlantide,45.365966,-73.870064,1.0
Acadia National Park Headquarters,44.374278,-68.259062,2.0
CNTYOFRIVERSIDE RUHS-#2,33.911148,-117.197461,2.0
"Fred Meyer 40 (Portland, OR)",45.47058,-122.6917,1.0
RCEA EV NETWORK ARCATA COMM 4,40.864482,-124.079805,2.0
SANTA MONICA  V AVE PARK PICO,34.021024,-118.467283,2.0
MONTEZ STATION 4,43.48213,-80.543086,2.0
JOHN HANCOCK LMARK EV1,33.76771,-118.193342,1.0
45 Eastdale Ave,41.709989,-73.86712,16.0
FPL EVOLUTION EMBRY RIDDLE 5,29.190074,-81.048918,2.0
STATION 1 CPF25,45.565824,-73.761005,1.0
City of Auburn - Train Station,38.902182,-121.083175,1.0
BULFINCH GARAGE B EV6,42.398646,-71.147673,2.0
CSRS - Centre administatif,45.3797476,-71.9476534,4.0
The SoNo Collection Level 1 Nordstom,41.105078,-73.417769,4.0
Greymoor Way - Building 7,43.18251,-76.29782,2.0
TDR Electric - 2432 Welcher,49.258138496419,-122.786063495172,1.0
NEEDHAM SUNITA-EV#2,42.299393,-71.24704,2.0
The Hotel Lusso - Tesla Destination,47.657247,-117.423946,1.0
SWANSEA EV CHAR ADMIN EV,41.7489,-71.195676,2.0
La Malbaie - 280 John-Nairne,47.652822,-70.15035,1.0
Indian Trail Chrysler Dodge Jeep Ram,35.058525,-80.632095,1.0
EchoPark Automotive,39.595975,-104.867972,1.0
TERADATA CE07 CE08,33.020699,-117.091205,2.0
Holiday Inn & Suites Scottsdale North-Airpark - Tesla Destination,33.614035,-111.892418,4.0
BRECKENRIDGE ICE RINK SE1,39.472923,-106.03842,2.0
EVERGY @HOLDY INN-113B,39.305173,-94.683678,2.0
City of St Pete Pier - 3,27.773258,-82.626423,1.0
AMZ SEA29 - 3,47.620267,-122.336259,1.0
CCBC EV CCBC EV 1,36.836869,-119.870666,1.0
COLE GROUP HIGHLAND 1,42.736084,-73.718287,2.0
KOHL'S - CHPT 0610 NOBLESVI 1,40.031071,-85.998054,1.0
EV AVALON S 7TH ST #1,39.066759,-108.561617,2.0
Ouachita Electric Co-Op Corp,33.5740481927642,-92.8126554938539,1.0
Town of Oromocto,45.83512,-66.489613,2.0
Hilton Garden Inn Louisville East - Tesla Destination,38.220927,-85.536948,4.0
EVERGY @FH DIS CTR402A,39.175941,-96.559489,2.0
SCCOA EVS5-15,37.383865,-121.982966,2.0
10100 SM BLVD TR2,34.06146,-118.416659,2.0
Southern Hills Hospital and Medical Center,36.072063893368,-115.293817599912,4.0
META MPK58-05,37.476789,-122.150376,2.0
Town East Mall Dick's Sporting Goods,32.80906175,-96.62292775,4.0
CALPERS E1-203 G,38.574115,-121.50445,1.0
AFFINITY TAMPA BUILDING 8713 2,27.891978,-82.359248,2.0
24HUNDRED STATION 8,37.387416,-121.966943,2.0
BURNS MGT SHERWOOD 1,43.087137,-73.79215,2.0
Silver Creek Police Department,42.5451540630892,-79.1697256804936,2.0
BNE MASTER SOUTH AMBOY 2,40.486192,-74.28027,2.0
RCEA EV NETWORK FOCHC EV 1,40.581909,-124.131841,2.0
Makers Quarter - Tesla Destination,32.715733,-117.149026,2.0
245 Freshwater,47.5628048,-52.7343965,2.0
PHILLIPSHDWR PHILLIPS STA2,42.71287,-73.989773,2.0
Oxford Suites Chico - Tesla Destination,39.7248144,-121.8056562,2.0
Coco's Bakery Restaurant - Tesla Destination,35.179434,-111.662672,2.0
STANFORD STATION 1 PS-5,37.431991,-122.182477,2.0
Cesar E. Chavez Campus (SDCC),32.698634,-117.14666,3.0
125-10 Queens Blvd Garage - Tesla Destination,40.7119045,-73.8267727,4.0
Lune Rouge - Publique,45.500604,-73.576506,5.0
COMED HLP-F-E-01,42.184913,-87.823304,2.0
CITYOFMANASSAS PUBLIC WORKS 01,38.770965,-77.460352,2.0
IRVINE  CO  OFC 101 W BROAD 02,32.714934,-117.164121,2.0
Cinema Level 2SW,34.4183,-118.56018,1.0
Kia of Hamilton,43.193288,-79.896995,1.0
David McDavid Ford,32.757071,-97.481258,2.0
ASCENTRIS PINNACLE 2,33.013706,-117.094233,2.0
OLD TOWN SQUARE STATION 95-96,37.802139,-122.276066,2.0
BRADY BRADY 1 PG B2,32.802011,-96.805087,2.0
McKinnon Nissan,32.888783,-86.622664,1.0
Robert Moses State Park Field 5,40.628685,-73.232953,2.0
BORO PARK BORO CHARGE 1,40.638583,-73.998687,2.0
COD CITY HALL STATION 2,32.775937,-96.795978,1.0
1035 OSAGE OSAGE 2,39.732901,-105.005411,1.0
Desjardins - 6777 Guillaume-Couture,46.809254,-71.162241,2.0
Congregational Church of Somersville,41.983904,-72.489406,2.0
CITY OF NEWTON 110 CRAFTS,42.355747,-71.20313,2.0
The Liaison Capitol Hill - Tesla Destination,38.8954701,-77.0109949,4.0
GARDEN CHARGERS JOVIA #2,40.740106,-73.601104,2.0
MOLSTEAD MOLSTEAD SOUTH,43.047594,-92.673651,2.0
EXTERIEURAVANT STATION1,46.768071,-71.199881,2.0
Yaletown Nine Three Nine-1 (public),49.276310321793,-123.116395165735,3.0
IRVINE  CO  OFC IOP 140 02,33.678536,-117.762805,1.0
EVERGY @SHMSN MED-255A,38.955327,-94.855458,2.0
FPL EVOLUTION ST. MARY'S 1,26.755067,-80.060886,2.0
LOCC LOCC,26.12012,-80.138943,2.0
CITY CHARGING PUBLIC CHARGING,38.592007,-90.35623,2.0
PUBLIC STATIONS ARCADIA,31.811388,-106.517124,2.0
Embassy Suites Akron-Canton Airport - Tesla Destination,40.895482,-81.429805,2.0
TOWN OF BOLTON TOWN OF BOLTON2,43.557552,-73.657861,2.0
MAIN CAMPUS JAMES STR 2,42.809728,-86.07019,2.0
Frank Porth Chevrolet,45.219507,-87.996011,1.0
Kravis Center - Underground Parking,34.1022,-117.711032,2.0
Falmouth High School,43.7407197582167,-70.2742406462248,2.0
HMB HMB-KELLY AVE,37.463555,-122.429072,2.0
FBEMC MARS HILL EV1,35.825995,-82.549068,2.0
Adventure Bay Family Waterpark,42.3172986,-83.0444972,2.0
TIOGA HOTEL CASINO 1,42.024208,-76.41078,2.0
CW Corp 2825,40.63342,-111.811419,4.0
Solar4America Ice at San Jose Employees Only,37.319778411,-121.863138793,1.0
MODERN TB MODERN TOYOTA,36.222831,-81.652405,2.0
Town East Mall BJ's,32.807692667,-96.625065667,3.0
BASIN PARK BASIN HOTEL 1,36.404432,-93.735573,2.0
Parkright 300 E 77th St - Tesla Destination,40.771794,-73.955624,3.0
JACKSON JP EV 2,36.84044,-119.750694,1.0
IMMODL IMMODL,45.38781,-74.079735,1.0
Dick Smith Nissan,34.055164,-81.128164,2.0
4055 McClung Dr,34.01060543,-118.3341495,1.0
Sardis Library - City of Chilliwack -1,49.107406,-121.978328,1.0
Princeville - Édifice Jean-Louis St-Hilaire,46.173094,-71.874854,1.0
IKEA USA RENTON 5,47.441532,-122.228219,1.0
HOMEWORKS HW STATION 2,42.870707,-84.926312,2.0
1825 Inn Bed and Breakfast - Tesla Destination,40.2948925,-76.6038306,1.0
CAR CHARGER 1 STATION 1,42.570345,-88.556303,2.0
